Data_da_Coleta;Nome_da_Maquina;Uso_de_Cpu;Uso_de_RAM;RAM_total_(bytes);RAM_usada_(bytes);Uso_de_Disco;Disco_total_(bytes);Disco_usado_(bytes);Disco_livre_(bytes);Disco_taxa_leitura_mbs;Disco_taxa_escrita_mbs;Disco_latencia_leitura;Disco_latencia_escrita;Net_bytes_enviados;Net_bytes_recebidos;Net_Down_(Mbps);Net_Up_(Mbps);Pacotes_IN_(intervalo);Pacotes_OUT_(intervalo);Conexões_TCP_ESTABLISHED;Latencia_(ms);Perda_de_Pacotes_(%);Uptime_(s)
2025-11-26 17:50:56;DESKTOP-J1U1KVK;23.2;91.9;8459812864;7776055296;63.4;239447568384;151907930112;87539638272;158.91897428680312;18.55914498115843;0.0006022282445046673;0.0;53300918;484357873;0.02311959397023872;0.046757530304465646;22;18;31;7.616500000040105;0.0;2175
2025-11-26 17:50:57;DESKTOP-J1U1KVK;33.2;91.5;8459812864;7739650048;63.4;239447568384;151907934208;87539634176;158.0224186283251;195.761448407045;0.0002754820936639118;0.001266624445851805;53301620;484360163;0.017942995694704023;0.005905097567884827;11;11;31;6.585099999938393;0.0;2176
2025-11-26 17:50:58;DESKTOP-J1U1KVK;38.9;93.9;8459812864;7941885952;63.4;239447568384;151907934208;87539634176;473.5071492262398;0.7363878961549178;0.0003348961821835231;0.0;53316009;484372175;0.09091891148897069;0.10822569634470541;46;38;32;6.271300000207702;0.0;2177
2025-11-26 17:51:00;DESKTOP-J1U1KVK;47.9;96.2;8459812864;8139522048;63.4;239447568384;151907934208;87539634176;262.2460051423385;4.088214977546956;0.00012740476493820868;0.0;53316686;484372837;0.003839753655803846;0.004507210834254124;7;9;32;9.002899999813962;0.0;2178
2025-11-26 17:51:02;DESKTOP-J1U1KVK;63.4;88.6;8459812864;7499419648;63.4;239447568384;151907934208;87539634176;96.83961458470557;1.3847871942788723;0.00034818941504178273;0.0;53327124;484381735;0.028629451864883408;0.03358442555244471;34;30;33;6.656800000200747;0.0;2181
2025-11-26 17:51:03;DESKTOP-J1U1KVK;27.7;84.6;8459812864;7154257920;63.4;239447568384;151907934208;87539634176;3.4096145485946243;168.68966502548435;0.0;0.0014255167498218105;53327726;484382295;0.004250865188650329;0.0045696800777991035;8;9;33;6.688200000098732;0.0;2182
2025-11-26 18:01:35;DESKTOP-J1U1KVK;22.6;86.7;8459812864;7331794944;63.5;239447568384;152149479424;87298088960;184.8966551009576;0.0;0.0;0;66991473;524488481;0.0;0.0;0;0;33;15.933799999857001;0.0;2814
2025-11-26 18:01:36;DESKTOP-J1U1KVK;7.3;86.6;8459812864;7327428608;63.5;239447568384;152149479424;87298088960;13.31361580218291;0.3986533158020737;0.0;0.0;67006843;524503208;0.10654096178774432;0.11119267893512802;30;31;32;8.425399999850924;0.0;2815
2025-11-26 18:01:37;DESKTOP-J1U1KVK;16.1;86.0;8459812864;7274647552;63.5;239447568384;152149479424;87298088960;2.8925991652947527;0.1681743700752763;0.0;0.0;67007967;524504760;0.011800767011838872;0.008546431779192586;15;15;32;7.627299999967363;0.0;2816
2025-11-26 18:01:38;DESKTOP-J1U1KVK;18.8;84.8;8459812864;7172059136;63.5;239447568384;152149479424;87298088960;1.304958691176673;0.012048624279330077;0.0;0.0;67008595;524505812;0.008027313468214007;0.004791970397374901;9;9;32;6.715999999869382;0.0;2817
2025-11-26 18:01:40;DESKTOP-J1U1KVK;5.2;84.8;8459812864;7174967296;63.5;239447568384;152149479424;87298088960;3.215926062312513;0.006954857401194881;0.0;0.0;67009123;524506236;0.0032280668228865414;0.004019856798311542;6;8;32;7.909700000254816;0.0;2818
2025-11-26 18:01:41;DESKTOP-J1U1KVK;3.0;84.8;8459812864;7175217152;63.5;239447568384;152149544960;87298023424;0.30672806606445957;0.019638077400468447;0.0;0.0;67009575;524514294;0.06172490783489264;0.0034623552173456778;25;7;32;7.37810000009631;0.0;2819
