Data_da_Coleta;Nome_da_Maquina;Uso_de_Cpu;Uso_de_RAM;RAM_total_(bytes);RAM_usada_(bytes);Uso_de_Disco;Disco_total_(bytes);Disco_usado_(bytes);Disco_livre_(bytes);Disco_taxa_leitura_mbs;Disco_taxa_escrita_mbs;Disco_latencia_leitura;Disco_latencia_escrita;Net_bytes_enviados;Net_bytes_recebidos;Net_Down_(Mbps);Net_Up_(Mbps);Pacotes_IN_(intervalo);Pacotes_OUT_(intervalo);Conexões_TCP_ESTABLISHED;Latencia_(ms);Perda_de_Pacotes_(%);Uptime_(s)
2025-11-30 16:09:09;DESKTOP-ON6CCE0;5.4;55.6;16486035456;9165647872;35.2;476.1170082092285;167.40826797485352;308.708740234375;0.0;0.0;0;0;93126186;66749801;0.19766713700869668;0.06688355939441493;42;35;38;39.11069999594474;100.0;56392
2025-11-30 16:09:15;DESKTOP-ON6CCE0;5.1;55.6;16486035456;9163657216;35.2;476.1170082092285;167.4083595275879;308.7086486816406;0.010363736645411122;0.12501257328527166;0.0;0.0;93158662;66887371;0.18249983214411597;0.043082536517498805;254;190;35;33.5583999985829;0.0;56394
2025-11-30 16:09:16;DESKTOP-ON6CCE0;2.5;55.6;16486035456;9159233536;35.2;476.1170082092285;167.4086036682129;308.7084045410156;0.0;0.0;0;0;93159181;66898859;0.12060893971334449;0.005448819612745978;17;9;34;34.16760000254726;0.0;56395
